,Substation,Training_Data_Index,Bus_Voltage
27966,Kusaha,test_data 7967,0.986095
27967,Kusaha,test_data 7968,0.986072
27968,Kusaha,test_data 7969,0.986162
27969,Kusaha,test_data 7970,0.985918
27970,Kusaha,test_data 7971,0.985657
27971,Kusaha,test_data 7972,0.986136
27972,Kusaha,test_data 7973,0.986227
27973,Kusaha,test_data 7974,0.985937
27974,Kusaha,test_data 7975,0.985656
27975,Kusaha,test_data 7976,0.985834
27976,Kusaha,test_data 7977,0.985676
27977,Kusaha,test_data 7978,0.986171
27978,Kusaha,test_data 7979,0.98601
27979,Kusaha,test_data 7980,0.986062
27980,Kusaha,test_data 7981,0.985994
27981,Kusaha,test_data 7982,0.98617
27982,Kusaha,test_data 7983,0.98633
27983,Kusaha,test_data 7984,0.985578
27984,Kusaha,test_data 7985,0.985646
27985,Kusaha,test_data 7986,0.98623
27986,Kusaha,test_data 7987,0.985531
27987,Kusaha,test_data 7988,0.985743
27988,Kusaha,test_data 7989,0.985494
27989,Kusaha,test_data 7990,0.985781
27990,Kusaha,test_data 7991,0.986315
27991,Kusaha,test_data 7992,0.985961
27992,Kusaha,test_data 7993,0.985795
27993,Kusaha,test_data 7994,0.986589
27994,Kusaha,test_data 7995,0.985783
27995,Kusaha,test_data 7996,0.986563
27996,Kusaha,test_data 7997,0.986118
27997,Kusaha,test_data 7998,0.98538
27998,Kusaha,test_data 7999,0.986329
27999,Kusaha,test_data 8000,0.985797
28000,Kusaha,test_data 8001,0.985754
28001,Kusaha,test_data 8002,0.986153
28002,Kusaha,test_data 8003,0.985758
28003,Kusaha,test_data 8004,0.985867
28004,Kusaha,test_data 8005,0.98544
28005,Kusaha,test_data 8006,0.985988
28006,Kusaha,test_data 8007,0.986409
28007,Kusaha,test_data 8008,0.986648
28008,Kusaha,test_data 8009,0.985802
28009,Kusaha,test_data 8010,0.986453
28010,Kusaha,test_data 8011,0.985956
28011,Kusaha,test_data 8012,0.986138
28012,Kusaha,test_data 8013,0.986004
28013,Kusaha,test_data 8014,0.98593
28014,Kusaha,test_data 8015,0.98536
28015,Kusaha,test_data 8016,0.985803
28016,Kusaha,test_data 8017,0.986026
28017,Kusaha,test_data 8018,0.985994
28018,Kusaha,test_data 8019,0.986041
28019,Kusaha,test_data 8020,0.986241
28020,Kusaha,test_data 8021,0.985861
28021,Kusaha,test_data 8022,0.985843
28022,Kusaha,test_data 8023,0.986062
28023,Kusaha,test_data 8024,0.985384
28024,Kusaha,test_data 8025,0.98608
28025,Kusaha,test_data 8026,0.985958
28026,Kusaha,test_data 8027,0.985473
28027,Kusaha,test_data 8028,0.985709
28028,Kusaha,test_data 8029,0.98591
28029,Kusaha,test_data 8030,0.985832
28030,Kusaha,test_data 8031,0.98593
28031,Kusaha,test_data 8032,0.985821
28032,Kusaha,test_data 8033,0.985954
28033,Kusaha,test_data 8034,0.986133
28034,Kusaha,test_data 8035,0.985973
28035,Kusaha,test_data 8036,0.986224
28036,Kusaha,test_data 8037,0.985913
28037,Kusaha,test_data 8038,0.985802
28038,Kusaha,test_data 8039,0.985846
28039,Kusaha,test_data 8040,0.985826
28040,Kusaha,test_data 8041,0.986217
28041,Kusaha,test_data 8042,0.986239
28042,Kusaha,test_data 8043,0.985871
28043,Kusaha,test_data 8044,0.986039
28044,Kusaha,test_data 8045,0.985832
28045,Kusaha,test_data 8046,0.986059
28046,Kusaha,test_data 8047,0.985451
28047,Kusaha,test_data 8048,0.985962
28048,Kusaha,test_data 8049,0.98622
28049,Kusaha,test_data 8050,0.985679
28050,Kusaha,test_data 8051,0.985985
28051,Kusaha,test_data 8052,0.986261
28052,Kusaha,test_data 8053,0.986403
28053,Kusaha,test_data 8054,0.986436
28054,Kusaha,test_data 8055,0.986302
28055,Kusaha,test_data 8056,0.985988
28056,Kusaha,test_data 8057,0.985657
28057,Kusaha,test_data 8058,0.98585
28058,Kusaha,test_data 8059,0.985919
28059,Kusaha,test_data 8060,0.985534
28060,Kusaha,test_data 8061,0.985832
28061,Kusaha,test_data 8062,0.985638
28062,Kusaha,test_data 8063,0.985673
28063,Kusaha,test_data 8064,0.985464
28064,Kusaha,test_data 8065,0.985806
28065,Kusaha,test_data 8066,0.985514
28066,Kusaha,test_data 8067,0.985528
28067,Kusaha,test_data 8068,0.986255
28068,Kusaha,test_data 8069,0.985797
28069,Kusaha,test_data 8070,0.986284
28070,Kusaha,test_data 8071,0.985762
28071,Kusaha,test_data 8072,0.986136
28072,Kusaha,test_data 8073,0.986309
28073,Kusaha,test_data 8074,0.985619
28074,Kusaha,test_data 8075,0.986248
28075,Kusaha,test_data 8076,0.9854
28076,Kusaha,test_data 8077,0.985898
28077,Kusaha,test_data 8078,0.985744
28078,Kusaha,test_data 8079,0.985992
28079,Kusaha,test_data 8080,0.986009
28080,Kusaha,test_data 8081,0.986443
28081,Kusaha,test_data 8082,0.986341
28082,Kusaha,test_data 8083,0.985499
28083,Kusaha,test_data 8084,0.986175
28084,Kusaha,test_data 8085,0.986102
28085,Kusaha,test_data 8086,0.986068
28086,Kusaha,test_data 8087,0.986218
28087,Kusaha,test_data 8088,0.985388
28088,Kusaha,test_data 8089,0.985717
28089,Kusaha,test_data 8090,0.985826
28090,Kusaha,test_data 8091,0.985365
28091,Kusaha,test_data 8092,0.986108
28092,Kusaha,test_data 8093,0.98581
28093,Kusaha,test_data 8094,0.985506
28094,Kusaha,test_data 8095,0.985654
28095,Kusaha,test_data 8096,0.986152
28096,Kusaha,test_data 8097,0.985663
28097,Kusaha,test_data 8098,0.986142
28098,Kusaha,test_data 8099,0.986237
28099,Kusaha,test_data 8100,0.986011
28100,Kusaha,test_data 8101,0.98604
28101,Kusaha,test_data 8102,0.986551
28102,Kusaha,test_data 8103,0.985786
28103,Kusaha,test_data 8104,0.985855
28104,Kusaha,test_data 8105,0.985994
28105,Kusaha,test_data 8106,0.986535
28106,Kusaha,test_data 8107,0.985944
28107,Kusaha,test_data 8108,0.985729
28108,Kusaha,test_data 8109,0.985558
28109,Kusaha,test_data 8110,0.986078
28110,Kusaha,test_data 8111,0.986043
28111,Kusaha,test_data 8112,0.98627
28112,Kusaha,test_data 8113,0.985623
28113,Kusaha,test_data 8114,0.985621
28114,Kusaha,test_data 8115,0.986134
28115,Kusaha,test_data 8116,0.986232
28116,Kusaha,test_data 8117,0.986394
28117,Kusaha,test_data 8118,0.986293
28118,Kusaha,test_data 8119,0.985979
28119,Kusaha,test_data 8120,0.985948
28120,Kusaha,test_data 8121,0.986412
28121,Kusaha,test_data 8122,0.985626
28122,Kusaha,test_data 8123,0.985943
28123,Kusaha,test_data 8124,0.986487
28124,Kusaha,test_data 8125,0.985831
28125,Kusaha,test_data 8126,0.985542
28126,Kusaha,test_data 8127,0.985693
28127,Kusaha,test_data 8128,0.985933
28128,Kusaha,test_data 8129,0.985533
28129,Kusaha,test_data 8130,0.986739
28130,Kusaha,test_data 8131,0.98603
28131,Kusaha,test_data 8132,0.986099
28132,Kusaha,test_data 8133,0.98593
28133,Kusaha,test_data 8134,0.986201
28134,Kusaha,test_data 8135,0.985797
28135,Kusaha,test_data 8136,0.985323
28136,Kusaha,test_data 8137,0.986042
28137,Kusaha,test_data 8138,0.985828
28138,Kusaha,test_data 8139,0.985775
28139,Kusaha,test_data 8140,0.98604
28140,Kusaha,test_data 8141,0.98567
28141,Kusaha,test_data 8142,0.985912
28142,Kusaha,test_data 8143,0.985676
28143,Kusaha,test_data 8144,0.985598
28144,Kusaha,test_data 8145,0.98578
28145,Kusaha,test_data 8146,0.985794
28146,Kusaha,test_data 8147,0.985652
28147,Kusaha,test_data 8148,0.985508
28148,Kusaha,test_data 8149,0.985304
28149,Kusaha,test_data 8150,0.985614
28150,Kusaha,test_data 8151,0.985669
28151,Kusaha,test_data 8152,0.986347
28152,Kusaha,test_data 8153,0.985493
28153,Kusaha,test_data 8154,0.985415
28154,Kusaha,test_data 8155,0.986192
28155,Kusaha,test_data 8156,0.986003
28156,Kusaha,test_data 8157,0.986021
28157,Kusaha,test_data 8158,0.986006
28158,Kusaha,test_data 8159,0.986624
28159,Kusaha,test_data 8160,0.985639
28160,Kusaha,test_data 8161,0.985518
28161,Kusaha,test_data 8162,0.985387
28162,Kusaha,test_data 8163,0.985751
28163,Kusaha,test_data 8164,0.985944
28164,Kusaha,test_data 8165,0.985778
28165,Kusaha,test_data 8166,0.985716
28166,Kusaha,test_data 8167,0.985606
28167,Kusaha,test_data 8168,0.985844
28168,Kusaha,test_data 8169,0.985757
28169,Kusaha,test_data 8170,0.986333
28170,Kusaha,test_data 8171,0.985608
28171,Kusaha,test_data 8172,0.986022
28172,Kusaha,test_data 8173,0.985515
28173,Kusaha,test_data 8174,0.986132
28174,Kusaha,test_data 8175,0.98586
28175,Kusaha,test_data 8176,0.985856
28176,Kusaha,test_data 8177,0.985832
28177,Kusaha,test_data 8178,0.985722
28178,Kusaha,test_data 8179,0.985905
28179,Kusaha,test_data 8180,0.986129
28180,Kusaha,test_data 8181,0.9862
28181,Kusaha,test_data 8182,0.985588
28182,Kusaha,test_data 8183,0.985725
28183,Kusaha,test_data 8184,0.986329
28184,Kusaha,test_data 8185,0.985778
28185,Kusaha,test_data 8186,0.985576
28186,Kusaha,test_data 8187,0.985622
28187,Kusaha,test_data 8188,0.985486
28188,Kusaha,test_data 8189,0.986073
28189,Kusaha,test_data 8190,0.986199
28190,Kusaha,test_data 8191,0.986068
28191,Kusaha,test_data 8192,0.985914
28192,Kusaha,test_data 8193,0.985882
28193,Kusaha,test_data 8194,0.985736
28194,Kusaha,test_data 8195,0.985459
28195,Kusaha,test_data 8196,0.9861
28196,Kusaha,test_data 8197,0.985813
28197,Kusaha,test_data 8198,0.986115
28198,Kusaha,test_data 8199,0.986026
28199,Kusaha,test_data 8200,0.986264
28200,Kusaha,test_data 8201,0.985943
28201,Kusaha,test_data 8202,0.98623
28202,Kusaha,test_data 8203,0.986183
28203,Kusaha,test_data 8204,0.986022
28204,Kusaha,test_data 8205,0.985952
28205,Kusaha,test_data 8206,0.986011
28206,Kusaha,test_data 8207,0.985652
28207,Kusaha,test_data 8208,0.986349
28208,Kusaha,test_data 8209,0.986091
28209,Kusaha,test_data 8210,0.986224
28210,Kusaha,test_data 8211,0.986493
28211,Kusaha,test_data 8212,0.985695
28212,Kusaha,test_data 8213,0.985941
28213,Kusaha,test_data 8214,0.985467
28214,Kusaha,test_data 8215,0.986695
28215,Kusaha,test_data 8216,0.986252
28216,Kusaha,test_data 8217,0.985927
28217,Kusaha,test_data 8218,0.985829
28218,Kusaha,test_data 8219,0.985924
28219,Kusaha,test_data 8220,0.985857
28220,Kusaha,test_data 8221,0.986196
28221,Kusaha,test_data 8222,0.985821
28222,Kusaha,test_data 8223,0.985821
28223,Kusaha,test_data 8224,0.985861
28224,Kusaha,test_data 8225,0.986304
28225,Kusaha,test_data 8226,0.98603
28226,Kusaha,test_data 8227,0.985871
28227,Kusaha,test_data 8228,0.985659
28228,Kusaha,test_data 8229,0.986315
28229,Kusaha,test_data 8230,0.986054
28230,Kusaha,test_data 8231,0.985741
28231,Kusaha,test_data 8232,0.986556
28232,Kusaha,test_data 8233,0.986167
28233,Kusaha,test_data 8234,0.985738
28234,Kusaha,test_data 8235,0.985739
28235,Kusaha,test_data 8236,0.986204
28236,Kusaha,test_data 8237,0.986395
28237,Kusaha,test_data 8238,0.985732
28238,Kusaha,test_data 8239,0.985932
28239,Kusaha,test_data 8240,0.985891
28240,Kusaha,test_data 8241,0.985203
28241,Kusaha,test_data 8242,0.986487
28242,Kusaha,test_data 8243,0.985763
28243,Kusaha,test_data 8244,0.985972
28244,Kusaha,test_data 8245,0.986212
28245,Kusaha,test_data 8246,0.985637
28246,Kusaha,test_data 8247,0.986073
28247,Kusaha,test_data 8248,0.985967
28248,Kusaha,test_data 8249,0.985787
28249,Kusaha,test_data 8250,0.986224
28250,Kusaha,test_data 8251,0.985822
28251,Kusaha,test_data 8252,0.985615
28252,Kusaha,test_data 8253,0.985897
28253,Kusaha,test_data 8254,0.986237
28254,Kusaha,test_data 8255,0.985761
28255,Kusaha,test_data 8256,0.986002
28256,Kusaha,test_data 8257,0.985631
28257,Kusaha,test_data 8258,0.985749
28258,Kusaha,test_data 8259,0.986121
28259,Kusaha,test_data 8260,0.985896
28260,Kusaha,test_data 8261,0.985738
28261,Kusaha,test_data 8262,0.985759
28262,Kusaha,test_data 8263,0.985993
28263,Kusaha,test_data 8264,0.985982
28264,Kusaha,test_data 8265,0.986233
28265,Kusaha,test_data 8266,0.985928
28266,Kusaha,test_data 8267,0.986166
28267,Kusaha,test_data 8268,0.985696
28268,Kusaha,test_data 8269,0.985427
28269,Kusaha,test_data 8270,0.985866
28270,Kusaha,test_data 8271,0.98568
28271,Kusaha,test_data 8272,0.986035
28272,Kusaha,test_data 8273,0.985463
28273,Kusaha,test_data 8274,0.985853
28274,Kusaha,test_data 8275,0.98625
28275,Kusaha,test_data 8276,0.98638
28276,Kusaha,test_data 8277,0.986008
28277,Kusaha,test_data 8278,0.985849
28278,Kusaha,test_data 8279,0.985703
28279,Kusaha,test_data 8280,0.986489
28280,Kusaha,test_data 8281,0.985636
28281,Kusaha,test_data 8282,0.985786
28282,Kusaha,test_data 8283,0.986068
28283,Kusaha,test_data 8284,0.986217
28284,Kusaha,test_data 8285,0.986003
28285,Kusaha,test_data 8286,0.985562
28286,Kusaha,test_data 8287,0.985853
28287,Kusaha,test_data 8288,0.985861
28288,Kusaha,test_data 8289,0.986073
28289,Kusaha,test_data 8290,0.986091
28290,Kusaha,test_data 8291,0.985917
28291,Kusaha,test_data 8292,0.985662
28292,Kusaha,test_data 8293,0.986042
28293,Kusaha,test_data 8294,0.986066
28294,Kusaha,test_data 8295,0.986232
28295,Kusaha,test_data 8296,0.985866
28296,Kusaha,test_data 8297,0.985853
28297,Kusaha,test_data 8298,0.986398
28298,Kusaha,test_data 8299,0.985892
28299,Kusaha,test_data 8300,0.986103
28300,Kusaha,test_data 8301,0.985784
28301,Kusaha,test_data 8302,0.986092
28302,Kusaha,test_data 8303,0.985603
28303,Kusaha,test_data 8304,0.986187
28304,Kusaha,test_data 8305,0.986077
28305,Kusaha,test_data 8306,0.985949
28306,Kusaha,test_data 8307,0.985739
28307,Kusaha,test_data 8308,0.98585
28308,Kusaha,test_data 8309,0.986039
28309,Kusaha,test_data 8310,0.985579
28310,Kusaha,test_data 8311,0.98586
28311,Kusaha,test_data 8312,0.986479
28312,Kusaha,test_data 8313,0.98594
28313,Kusaha,test_data 8314,0.985416
28314,Kusaha,test_data 8315,0.985756
28315,Kusaha,test_data 8316,0.985964
28316,Kusaha,test_data 8317,0.986098
28317,Kusaha,test_data 8318,0.985525
28318,Kusaha,test_data 8319,0.985675
28319,Kusaha,test_data 8320,0.985869
28320,Kusaha,test_data 8321,0.986809
28321,Kusaha,test_data 8322,0.985495
28322,Kusaha,test_data 8323,0.986253
28323,Kusaha,test_data 8324,0.986502
28324,Kusaha,test_data 8325,0.986039
28325,Kusaha,test_data 8326,0.985909
28326,Kusaha,test_data 8327,0.986482
28327,Kusaha,test_data 8328,0.98609
28328,Kusaha,test_data 8329,0.98578
28329,Kusaha,test_data 8330,0.98558
28330,Kusaha,test_data 8331,0.986507
28331,Kusaha,test_data 8332,0.985957
28332,Kusaha,test_data 8333,0.985996
28333,Kusaha,test_data 8334,0.985937
28334,Kusaha,test_data 8335,0.985953
28335,Kusaha,test_data 8336,0.986166
28336,Kusaha,test_data 8337,0.985841
28337,Kusaha,test_data 8338,0.986291
28338,Kusaha,test_data 8339,0.986511
28339,Kusaha,test_data 8340,0.986027
28340,Kusaha,test_data 8341,0.986294
28341,Kusaha,test_data 8342,0.985929
28342,Kusaha,test_data 8343,0.986024
28343,Kusaha,test_data 8344,0.986196
28344,Kusaha,test_data 8345,0.98655
28345,Kusaha,test_data 8346,0.985746
28346,Kusaha,test_data 8347,0.986008
28347,Kusaha,test_data 8348,0.985931
28348,Kusaha,test_data 8349,0.986233
28349,Kusaha,test_data 8350,0.986185
28350,Kusaha,test_data 8351,0.985671
28351,Kusaha,test_data 8352,0.985821
28352,Kusaha,test_data 8353,0.986022
28353,Kusaha,test_data 8354,0.986117
28354,Kusaha,test_data 8355,0.985914
28355,Kusaha,test_data 8356,0.985456
28356,Kusaha,test_data 8357,0.985978
28357,Kusaha,test_data 8358,0.985398
28358,Kusaha,test_data 8359,0.985923
28359,Kusaha,test_data 8360,0.985707
28360,Kusaha,test_data 8361,0.986347
28361,Kusaha,test_data 8362,0.985965
28362,Kusaha,test_data 8363,0.986347
28363,Kusaha,test_data 8364,0.985843
28364,Kusaha,test_data 8365,0.986234
28365,Kusaha,test_data 8366,0.985918
28366,Kusaha,test_data 8367,0.985365
28367,Kusaha,test_data 8368,0.986223
28368,Kusaha,test_data 8369,0.985979
28369,Kusaha,test_data 8370,0.986114
28370,Kusaha,test_data 8371,0.986093
28371,Kusaha,test_data 8372,0.985702
28372,Kusaha,test_data 8373,0.985334
28373,Kusaha,test_data 8374,0.985946
28374,Kusaha,test_data 8375,0.986508
28375,Kusaha,test_data 8376,0.986047
28376,Kusaha,test_data 8377,0.986012
28377,Kusaha,test_data 8378,0.985738
28378,Kusaha,test_data 8379,0.985878
28379,Kusaha,test_data 8380,0.985733
28380,Kusaha,test_data 8381,0.986335
28381,Kusaha,test_data 8382,0.986112
28382,Kusaha,test_data 8383,0.985982
28383,Kusaha,test_data 8384,0.98567
28384,Kusaha,test_data 8385,0.986193
28385,Kusaha,test_data 8386,0.985832
28386,Kusaha,test_data 8387,0.985701
28387,Kusaha,test_data 8388,0.985803
28388,Kusaha,test_data 8389,0.986152
28389,Kusaha,test_data 8390,0.985743
28390,Kusaha,test_data 8391,0.986076
28391,Kusaha,test_data 8392,0.986787
28392,Kusaha,test_data 8393,0.985618
28393,Kusaha,test_data 8394,0.985737
28394,Kusaha,test_data 8395,0.98595
28395,Kusaha,test_data 8396,0.986444
28396,Kusaha,test_data 8397,0.985917
28397,Kusaha,test_data 8398,0.986067
28398,Kusaha,test_data 8399,0.98573
28399,Kusaha,test_data 8400,0.98599
28400,Kusaha,test_data 8401,0.985795
28401,Kusaha,test_data 8402,0.985971
28402,Kusaha,test_data 8403,0.985753
28403,Kusaha,test_data 8404,0.986245
28404,Kusaha,test_data 8405,0.986211
28405,Kusaha,test_data 8406,0.985506
28406,Kusaha,test_data 8407,0.986368
28407,Kusaha,test_data 8408,0.985775
28408,Kusaha,test_data 8409,0.985898
28409,Kusaha,test_data 8410,0.986723
28410,Kusaha,test_data 8411,0.986326
28411,Kusaha,test_data 8412,0.985827
28412,Kusaha,test_data 8413,0.986326
28413,Kusaha,test_data 8414,0.985989
28414,Kusaha,test_data 8415,0.985916
28415,Kusaha,test_data 8416,0.985639
28416,Kusaha,test_data 8417,0.985751
28417,Kusaha,test_data 8418,0.985775
28418,Kusaha,test_data 8419,0.985657
28419,Kusaha,test_data 8420,0.985319
28420,Kusaha,test_data 8421,0.985771
28421,Kusaha,test_data 8422,0.98577
28422,Kusaha,test_data 8423,0.986307
28423,Kusaha,test_data 8424,0.986348
28424,Kusaha,test_data 8425,0.985794
28425,Kusaha,test_data 8426,0.985746
28426,Kusaha,test_data 8427,0.986049
28427,Kusaha,test_data 8428,0.985601
28428,Kusaha,test_data 8429,0.985888
28429,Kusaha,test_data 8430,0.985813
28430,Kusaha,test_data 8431,0.98576
28431,Kusaha,test_data 8432,0.985467
28432,Kusaha,test_data 8433,0.985891
28433,Kusaha,test_data 8434,0.986136
28434,Kusaha,test_data 8435,0.98596
28435,Kusaha,test_data 8436,0.985906
28436,Kusaha,test_data 8437,0.98626
28437,Kusaha,test_data 8438,0.985837
28438,Kusaha,test_data 8439,0.986133
28439,Kusaha,test_data 8440,0.985858
28440,Kusaha,test_data 8441,0.986023
28441,Kusaha,test_data 8442,0.985956
28442,Kusaha,test_data 8443,0.986383
28443,Kusaha,test_data 8444,0.985624
28444,Kusaha,test_data 8445,0.985712
28445,Kusaha,test_data 8446,0.986032
28446,Kusaha,test_data 8447,0.986119
28447,Kusaha,test_data 8448,0.985378
28448,Kusaha,test_data 8449,0.985903
28449,Kusaha,test_data 8450,0.985798
28450,Kusaha,test_data 8451,0.986367
28451,Kusaha,test_data 8452,0.985673
28452,Kusaha,test_data 8453,0.986246
28453,Kusaha,test_data 8454,0.986251
28454,Kusaha,test_data 8455,0.98606
28455,Kusaha,test_data 8456,0.985972
28456,Kusaha,test_data 8457,0.985785
28457,Kusaha,test_data 8458,0.986352
28458,Kusaha,test_data 8459,0.986637
28459,Kusaha,test_data 8460,0.985889
28460,Kusaha,test_data 8461,0.986278
28461,Kusaha,test_data 8462,0.986202
28462,Kusaha,test_data 8463,0.985913
28463,Kusaha,test_data 8464,0.986587
28464,Kusaha,test_data 8465,0.98588
28465,Kusaha,test_data 8466,0.985835
28466,Kusaha,test_data 8467,0.986097
28467,Kusaha,test_data 8468,0.98591
28468,Kusaha,test_data 8469,0.985447
28469,Kusaha,test_data 8470,0.986023
28470,Kusaha,test_data 8471,0.985904
28471,Kusaha,test_data 8472,0.985863
28472,Kusaha,test_data 8473,0.985868
28473,Kusaha,test_data 8474,0.985956
28474,Kusaha,test_data 8475,0.986133
28475,Kusaha,test_data 8476,0.986153
28476,Kusaha,test_data 8477,0.98597
28477,Kusaha,test_data 8478,0.986325
28478,Kusaha,test_data 8479,0.986357
28479,Kusaha,test_data 8480,0.985779
28480,Kusaha,test_data 8481,0.985856
28481,Kusaha,test_data 8482,0.986352
28482,Kusaha,test_data 8483,0.985969
28483,Kusaha,test_data 8484,0.985854
28484,Kusaha,test_data 8485,0.985832
28485,Kusaha,test_data 8486,0.986045
28486,Kusaha,test_data 8487,0.98592
28487,Kusaha,test_data 8488,0.985897
28488,Kusaha,test_data 8489,0.986337
28489,Kusaha,test_data 8490,0.985995
28490,Kusaha,test_data 8491,0.985891
28491,Kusaha,test_data 8492,0.985487
28492,Kusaha,test_data 8493,0.98649
28493,Kusaha,test_data 8494,0.985773
28494,Kusaha,test_data 8495,0.985804
28495,Kusaha,test_data 8496,0.986273
28496,Kusaha,test_data 8497,0.985978
28497,Kusaha,test_data 8498,0.985586
28498,Kusaha,test_data 8499,0.985631
28499,Kusaha,test_data 8500,0.985784
28500,Kusaha,test_data 8501,0.985727
28501,Kusaha,test_data 8502,0.986127
28502,Kusaha,test_data 8503,0.985874
28503,Kusaha,test_data 8504,0.986069
28504,Kusaha,test_data 8505,0.985518
28505,Kusaha,test_data 8506,0.985779
28506,Kusaha,test_data 8507,0.986063
28507,Kusaha,test_data 8508,0.985826
28508,Kusaha,test_data 8509,0.986391
28509,Kusaha,test_data 8510,0.986489
28510,Kusaha,test_data 8511,0.985966
28511,Kusaha,test_data 8512,0.985579
28512,Kusaha,test_data 8513,0.985706
28513,Kusaha,test_data 8514,0.985861
28514,Kusaha,test_data 8515,0.986143
28515,Kusaha,test_data 8516,0.985998
28516,Kusaha,test_data 8517,0.98585
28517,Kusaha,test_data 8518,0.985981
28518,Kusaha,test_data 8519,0.986402
28519,Kusaha,test_data 8520,0.986157
28520,Kusaha,test_data 8521,0.985587
28521,Kusaha,test_data 8522,0.98587
28522,Kusaha,test_data 8523,0.986072
28523,Kusaha,test_data 8524,0.986011
28524,Kusaha,test_data 8525,0.98561
28525,Kusaha,test_data 8526,0.985909
28526,Kusaha,test_data 8527,0.986199
28527,Kusaha,test_data 8528,0.985679
28528,Kusaha,test_data 8529,0.985815
28529,Kusaha,test_data 8530,0.986466
28530,Kusaha,test_data 8531,0.985877
28531,Kusaha,test_data 8532,0.985433
28532,Kusaha,test_data 8533,0.985814
28533,Kusaha,test_data 8534,0.986007
28534,Kusaha,test_data 8535,0.985772
28535,Kusaha,test_data 8536,0.985716
28536,Kusaha,test_data 8537,0.985914
28537,Kusaha,test_data 8538,0.98568
28538,Kusaha,test_data 8539,0.985756
28539,Kusaha,test_data 8540,0.985844
28540,Kusaha,test_data 8541,0.986599
28541,Kusaha,test_data 8542,0.985892
28542,Kusaha,test_data 8543,0.985949
28543,Kusaha,test_data 8544,0.985761
28544,Kusaha,test_data 8545,0.98584
28545,Kusaha,test_data 8546,0.986183
28546,Kusaha,test_data 8547,0.986218
28547,Kusaha,test_data 8548,0.986051
28548,Kusaha,test_data 8549,0.985929
28549,Kusaha,test_data 8550,0.985821
28550,Kusaha,test_data 8551,0.986134
28551,Kusaha,test_data 8552,0.985898
28552,Kusaha,test_data 8553,0.985561
28553,Kusaha,test_data 8554,0.985911
28554,Kusaha,test_data 8555,0.986071
28555,Kusaha,test_data 8556,0.985884
28556,Kusaha,test_data 8557,0.985803
28557,Kusaha,test_data 8558,0.985916
28558,Kusaha,test_data 8559,0.986187
28559,Kusaha,test_data 8560,0.986384
28560,Kusaha,test_data 8561,0.985961
28561,Kusaha,test_data 8562,0.986111
28562,Kusaha,test_data 8563,0.986411
28563,Kusaha,test_data 8564,0.985946
28564,Kusaha,test_data 8565,0.986108
28565,Kusaha,test_data 8566,0.985739
28566,Kusaha,test_data 8567,0.985946
28567,Kusaha,test_data 8568,0.985746
28568,Kusaha,test_data 8569,0.986034
28569,Kusaha,test_data 8570,0.985817
28570,Kusaha,test_data 8571,0.98574
28571,Kusaha,test_data 8572,0.986286
28572,Kusaha,test_data 8573,0.986335
28573,Kusaha,test_data 8574,0.986233
28574,Kusaha,test_data 8575,0.985854
28575,Kusaha,test_data 8576,0.986486
28576,Kusaha,test_data 8577,0.986252
28577,Kusaha,test_data 8578,0.985867
28578,Kusaha,test_data 8579,0.985903
28579,Kusaha,test_data 8580,0.985625
28580,Kusaha,test_data 8581,0.985668
28581,Kusaha,test_data 8582,0.986141
28582,Kusaha,test_data 8583,0.986156
28583,Kusaha,test_data 8584,0.985405
28584,Kusaha,test_data 8585,0.986007
28585,Kusaha,test_data 8586,0.98604
28586,Kusaha,test_data 8587,0.985742
28587,Kusaha,test_data 8588,0.986379
28588,Kusaha,test_data 8589,0.986446
28589,Kusaha,test_data 8590,0.985743
28590,Kusaha,test_data 8591,0.986202
28591,Kusaha,test_data 8592,0.986145
28592,Kusaha,test_data 8593,0.986347
28593,Kusaha,test_data 8594,0.985855
28594,Kusaha,test_data 8595,0.986005
28595,Kusaha,test_data 8596,0.985913
28596,Kusaha,test_data 8597,0.985744
28597,Kusaha,test_data 8598,0.986308
28598,Kusaha,test_data 8599,0.985783
28599,Kusaha,test_data 8600,0.985963
28600,Kusaha,test_data 8601,0.985832
28601,Kusaha,test_data 8602,0.985713
28602,Kusaha,test_data 8603,0.986185
28603,Kusaha,test_data 8604,0.986145
28604,Kusaha,test_data 8605,0.986114
28605,Kusaha,test_data 8606,0.986133
28606,Kusaha,test_data 8607,0.985683
28607,Kusaha,test_data 8608,0.985792
28608,Kusaha,test_data 8609,0.985823
28609,Kusaha,test_data 8610,0.985782
28610,Kusaha,test_data 8611,0.98607
28611,Kusaha,test_data 8612,0.985832
28612,Kusaha,test_data 8613,0.98595
28613,Kusaha,test_data 8614,0.986044
28614,Kusaha,test_data 8615,0.985763
28615,Kusaha,test_data 8616,0.986164
28616,Kusaha,test_data 8617,0.985403
28617,Kusaha,test_data 8618,0.986205
28618,Kusaha,test_data 8619,0.985655
28619,Kusaha,test_data 8620,0.985718
28620,Kusaha,test_data 8621,0.985909
28621,Kusaha,test_data 8622,0.985771
28622,Kusaha,test_data 8623,0.985902
28623,Kusaha,test_data 8624,0.986143
28624,Kusaha,test_data 8625,0.985756
28625,Kusaha,test_data 8626,0.986325
28626,Kusaha,test_data 8627,0.986196
28627,Kusaha,test_data 8628,0.985869
28628,Kusaha,test_data 8629,0.985629
28629,Kusaha,test_data 8630,0.985751
28630,Kusaha,test_data 8631,0.985607
